Column1;Column2;Column3;Column4;Column5;Column6
A81758FFFE046F4D;2021-10-21 15:00;23.196;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 15:00;23.765;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 15:00;26.974;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 15:00;25.946;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 15:15;27.657;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 15:15;23.195;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 15:15;23.765;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 15:15;26.978;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 15:15;25.945;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 15:30;27.659;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 15:30;23.191;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 15:30;23.764;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 15:30;26.982;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 15:30;25.945;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 15:45;27.656;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 15:45;23.194;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 15:45;23.767;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 15:45;26.975;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 15:45;25.944;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 16:00;27.658;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 16:00;23.194;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 16:00;23.769;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 16:00;26.954;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 16:00;25.945;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 16:15;27.659;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 16:15;23.191;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 16:15;23.769;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 16:15;26.977;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 16:15;25.946;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 16:30;27.66;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 16:30;23.195;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 16:30;23.771;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 16:30;26.983;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 16:30;25.94;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 16:45;27.658;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 16:45;23.194;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 16:45;23.769;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 16:45;26.98;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 16:45;25.947;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 17:00;27.661;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 17:00;23.191;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 17:00;23.769;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 17:00;26.978;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 17:00;25.944;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 17:15;27.662;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 17:15;23.198;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 17:15;23.769;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 17:15;26.989;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 17:15;25.94;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 17:30;27.66;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 17:30;23.202;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 17:30;23.77;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 17:30;26.975;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 17:30;25.939;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 17:45;27.659;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 17:45;23.198;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 17:45;23.77;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 17:45;26.98;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 17:45;25.945;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 18:00;27.662;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 18:00;23.2;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 18:00;23.77;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 18:00;26.981;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 18:00;25.944;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 18:15;27.664;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 18:15;23.203;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 18:15;23.772;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 18:15;26.971;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 18:15;25.947;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 18:30;27.62;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 18:30;23.199;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 18:30;23.769;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 18:30;26.976;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 18:30;25.938;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 18:45;27.661;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 18:45;23.201;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 18:45;23.769;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 18:45;26.981;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 18:45;25.942;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 19:00;27.659;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 19:00;23.201;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 19:00;23.77;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 19:00;26.976;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 19:00;25.945;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 19:15;27.659;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 19:15;23.2;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 19:15;23.769;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 19:15;26.982;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 19:15;25.945;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 19:30;27.659;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 19:30;23.198;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 19:30;23.769;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 19:30;26.983;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 19:30;25.94;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 19:45;27.66;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 19:45;23.2;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 19:45;23.766;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 19:45;26.974;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 19:45;25.942;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 20:00;27.657;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 20:00;23.201;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 20:00;23.769;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 20:00;26.984;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 20:00;25.95;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 20:15;27.655;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 20:15;23.195;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 20:15;23.767;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 20:15;26.98;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 20:15;25.931;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 20:30;27.653;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 20:30;23.194;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 20:30;23.765;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 20:30;26.977;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 20:30;25.941;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 20:45;27.655;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 20:45;23.195;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 20:45;23.764;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 20:45;26.99;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 20:45;25.937;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 21:00;27.653;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 21:00;23.196;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 21:00;23.763;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 21:00;26.976;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 21:00;25.939;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 21:15;27.649;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 21:15;23.201;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 21:15;23.763;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 21:15;26.981;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 21:15;25.942;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 21:30;27.65;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 21:30;23.191;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 21:30;23.763;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 21:30;26.975;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 21:30;25.944;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 21:45;27.658;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 21:45;23.195;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 21:45;23.759;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 21:45;26.979;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 21:45;25.942;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 22:00;27.648;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 22:00;23.191;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 22:00;23.758;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 22:00;26.975;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 22:00;25.935;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 22:15;27.65;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 22:15;23.195;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 22:15;23.756;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 22:15;26.961;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 22:15;25.942;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 22:30;27.644;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 22:30;23.192;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 22:30;23.756;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 22:30;26.962;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 22:30;25.938;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 22:45;27.647;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 22:45;23.191;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 22:45;23.756;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 22:45;26.97;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 22:45;25.938;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 23:00;27.644;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 23:00;23.192;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 23:00;23.756;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 23:00;26.968;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 23:00;25.929;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 23:15;27.644;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 23:15;23.19;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 23:15;23.756;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 23:15;26.964;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 23:15;25.935;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 23:30;27.643;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 23:30;23.188;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 23:30;23.757;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 23:30;26.967;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 23:30;25.937;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-21 23:45;27.641;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-21 23:45;23.191;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-21 23:45;23.756;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-21 23:45;26.971;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-21 23:45;25.937;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-22 00:00;27.645;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-22 00:00;23.19;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-22 00:00;23.755;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-22 00:00;26.958;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-22 00:00;25.934;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-22 00:15;27.649;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-22 00:15;23.188;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-22 00:15;23.757;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-22 00:15;26.961;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-22 00:15;25.94;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-22 00:30;27.648;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-22 00:30;23.189;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-22 00:30;23.756;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-22 00:30;26.963;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-22 00:30;25.936;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-22 00:45;27.653;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-22 00:45;23.188;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-22 00:45;23.756;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-22 00:45;26.961;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-22 00:45;25.934;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-22 01:00;27.655;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-22 01:00;23.187;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-22 01:00;23.756;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-22 01:00;26.958;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-22 01:00;25.933;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-22 01:15;27.652;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-22 01:15;23.185;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-22 01:15;23.756;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-22 01:15;26.968;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-22 01:15;25.936;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-22 01:30;27.655;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-22 01:30;23.19;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-22 01:30;23.758;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-22 01:30;26.971;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-22 01:30;25.935;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-22 01:45;27.658;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-22 01:45;23.194;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-22 01:45;23.762;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-22 01:45;26.967;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-22 01:45;25.937;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-22 02:00;27.662;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-22 02:00;23.194;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-22 02:00;23.761;Bron innan Lilljansberget;NivÂ;FALSE
A81758FFFE045989;2021-10-22 02:00;26.966;Nya tr‰bron Marihems‰ngarna;NivÂ;FALSE
A81758FFFE066024;2021-10-22 02:00;25.935;Lilljansv‰gen;NivÂ;FALSE
A81758FFFE04CDD8;2021-10-22 02:15;27.663;Ankdammen;NivÂ;FALSE
A81758FFFE046F4D;2021-10-22 02:15;23.193;Lilljansberget tr‰bro;NivÂ;FALSE
A81758FFFE066012;2021-10-22 02:15;23.767;Bron innan Lilljansberget;NivÂ;FALSE
